id,highavse,lowavse,truedcr,predicted_lq
3051740,1.0,1.0,1.0,1.0
3051742,1.0,1.0,1.0,1.0
3051743,1.0,1.0,1.0,1.0
3051746,1.0,1.0,1.0,1.0
3051747,1.0,1.0,1.0,1.0
3051748,1.0,1.0,1.0,1.0
3051749,1.0,1.0,1.0,1.0
3051751,1.0,1.0,1.0,1.0
3051752,1.0,1.0,1.0,1.0
3051754,1.0,1.0,1.0,1.0
3051756,1.0,1.0,1.0,1.0
3051757,1.0,1.0,1.0,1.0
3051762,1.0,1.0,1.0,1.0
3051764,1.0,1.0,1.0,1.0
3051766,1.0,1.0,1.0,1.0
3051767,1.0,1.0,1.0,1.0
3051768,1.0,1.0,1.0,1.0
3051769,1.0,1.0,1.0,1.0
3051770,1.0,1.0,1.0,1.0
3051771,1.0,1.0,1.0,1.0
3051775,1.0,1.0,1.0,1.0
3051779,1.0,1.0,1.0,1.0
3051780,1.0,1.0,1.0,1.0
3051781,1.0,1.0,1.0,1.0
3051782,1.0,1.0,1.0,1.0
3051783,1.0,1.0,1.0,1.0
3051784,1.0,1.0,1.0,1.0
3051785,1.0,1.0,1.0,1.0
3051786,1.0,1.0,1.0,1.0
3051788,1.0,1.0,1.0,1.0
3051793,1.0,1.0,1.0,1.0
3051795,1.0,1.0,1.0,1.0
3051797,1.0,1.0,1.0,1.0
3051798,1.0,1.0,1.0,1.0
3051799,1.0,1.0,1.0,1.0
3051800,1.0,1.0,1.0,1.0
3051802,1.0,1.0,1.0,1.0
3051803,1.0,1.0,1.0,1.0
3051805,1.0,1.0,1.0,1.0
3051812,1.0,1.0,1.0,1.0
3051815,1.0,1.0,1.0,1.0
3051816,1.0,1.0,1.0,1.0
3051819,1.0,1.0,1.0,1.0
3051820,1.0,1.0,1.0,1.0
3051821,1.0,1.0,1.0,1.0
3051822,1.0,1.0,1.0,1.0
3051823,1.0,1.0,1.0,1.0
3051824,1.0,1.0,1.0,1.0
3051826,1.0,1.0,1.0,1.0
3051827,1.0,1.0,1.0,1.0
3051829,1.0,1.0,1.0,1.0
3051830,1.0,1.0,1.0,1.0
3051832,1.0,1.0,1.0,1.0
3051834,1.0,1.0,1.0,1.0
3051835,1.0,1.0,1.0,1.0
3051837,1.0,1.0,1.0,1.0
3051838,1.0,1.0,1.0,1.0
3051839,1.0,1.0,1.0,1.0
3051840,1.0,1.0,1.0,1.0
3051842,1.0,1.0,1.0,1.0
3051843,1.0,1.0,1.0,1.0
3051844,1.0,1.0,1.0,1.0
3051846,1.0,1.0,1.0,1.0
3051847,1.0,1.0,1.0,1.0
3051849,1.0,1.0,1.0,1.0
3051850,1.0,1.0,1.0,1.0
3051853,1.0,1.0,1.0,1.0
3051854,1.0,1.0,1.0,1.0
3051857,1.0,1.0,1.0,1.0
3051858,1.0,1.0,1.0,1.0
3051859,1.0,1.0,1.0,1.0
3051860,1.0,1.0,1.0,1.0
3051863,1.0,1.0,1.0,1.0
3051865,1.0,1.0,1.0,1.0
3051866,1.0,1.0,1.0,1.0
3051867,1.0,1.0,1.0,1.0
3051868,1.0,1.0,1.0,1.0
3051869,1.0,1.0,1.0,1.0
3051872,1.0,1.0,1.0,1.0
3051874,1.0,1.0,1.0,1.0
3051875,1.0,1.0,1.0,1.0
3051877,1.0,1.0,1.0,1.0
3051878,1.0,1.0,1.0,1.0
3051879,1.0,1.0,1.0,1.0
3051881,1.0,1.0,1.0,1.0
3051882,1.0,1.0,1.0,1.0
3051883,1.0,1.0,1.0,1.0
3051886,1.0,1.0,1.0,1.0
3051887,1.0,1.0,1.0,1.0
3051888,1.0,1.0,1.0,1.0
3051890,1.0,1.0,1.0,1.0
3051893,1.0,1.0,1.0,1.0
3051894,1.0,1.0,1.0,1.0
3051895,1.0,1.0,1.0,1.0
3051896,1.0,1.0,1.0,1.0
3051897,1.0,1.0,1.0,1.0
3051898,1.0,1.0,1.0,1.0
3051899,1.0,1.0,1.0,1.0
3051900,1.0,1.0,1.0,1.0
3051901,1.0,1.0,1.0,1.0
3051902,1.0,1.0,1.0,1.0
3051903,1.0,1.0,1.0,1.0
3051904,1.0,1.0,1.0,1.0
3051905,1.0,1.0,1.0,1.0
3051906,1.0,1.0,1.0,1.0
3051907,1.0,1.0,1.0,1.0
3051909,1.0,1.0,1.0,1.0
3051910,1.0,1.0,1.0,1.0
3051913,1.0,1.0,1.0,1.0
3051914,1.0,1.0,1.0,1.0
3051917,1.0,1.0,1.0,1.0
3051918,1.0,1.0,1.0,1.0
3051919,1.0,1.0,1.0,1.0
3051920,1.0,1.0,1.0,1.0
3051921,1.0,1.0,1.0,1.0
3051922,1.0,1.0,1.0,1.0
3051924,1.0,1.0,1.0,1.0
3051926,1.0,1.0,1.0,1.0
3051928,1.0,1.0,1.0,1.0
3051929,1.0,1.0,1.0,1.0
3051930,1.0,1.0,1.0,1.0
3051931,1.0,1.0,1.0,1.0
3051932,1.0,1.0,1.0,1.0
3051935,1.0,1.0,1.0,1.0
3051936,1.0,1.0,1.0,1.0
3051937,1.0,1.0,1.0,1.0
3051939,1.0,1.0,1.0,1.0
3051942,1.0,1.0,1.0,1.0
3051943,1.0,1.0,1.0,1.0
3051945,1.0,1.0,1.0,1.0
3051946,1.0,1.0,1.0,1.0
3051949,1.0,1.0,1.0,1.0
3051950,1.0,1.0,1.0,1.0
3051952,1.0,1.0,1.0,1.0
3051953,1.0,1.0,1.0,1.0
3051954,1.0,1.0,1.0,1.0
3051957,1.0,1.0,1.0,1.0
3051961,1.0,1.0,1.0,1.0
3051962,1.0,1.0,1.0,1.0
3051963,1.0,1.0,1.0,1.0
3051964,1.0,1.0,1.0,1.0
3051965,1.0,1.0,1.0,1.0
3051966,1.0,1.0,1.0,1.0
3051968,1.0,1.0,1.0,1.0
3051969,1.0,1.0,1.0,1.0
3051977,1.0,1.0,1.0,1.0
3051980,1.0,1.0,1.0,1.0
3051981,1.0,1.0,1.0,1.0
3051983,1.0,1.0,1.0,1.0
3051987,1.0,1.0,1.0,1.0
3051988,1.0,1.0,1.0,1.0
3051992,1.0,1.0,1.0,1.0
3051993,1.0,1.0,1.0,1.0
3051995,1.0,1.0,1.0,1.0
3051996,1.0,1.0,1.0,1.0
3051998,1.0,1.0,1.0,1.0
3051999,1.0,1.0,1.0,1.0
3052000,1.0,1.0,1.0,1.0
3052002,1.0,1.0,1.0,1.0
3052005,1.0,1.0,1.0,1.0
3052006,1.0,1.0,1.0,1.0
3052007,1.0,1.0,1.0,1.0
3052008,1.0,1.0,1.0,1.0
3052011,1.0,1.0,1.0,1.0
3052013,1.0,1.0,1.0,1.0
3052016,1.0,1.0,1.0,1.0
3052018,1.0,1.0,1.0,1.0
3052019,1.0,1.0,1.0,1.0
3052021,1.0,1.0,1.0,1.0
3052023,1.0,1.0,1.0,1.0
3052024,1.0,1.0,1.0,1.0
3052025,1.0,1.0,1.0,1.0
3052029,1.0,1.0,1.0,1.0
3052030,1.0,1.0,1.0,1.0
3052031,1.0,1.0,1.0,1.0
3052032,1.0,1.0,1.0,1.0
3052038,1.0,1.0,1.0,1.0
3052042,1.0,1.0,1.0,1.0
3052043,1.0,1.0,1.0,1.0
3052044,1.0,1.0,1.0,1.0
3052045,1.0,1.0,1.0,1.0
3052046,1.0,1.0,1.0,1.0
3052048,1.0,1.0,1.0,1.0
3052051,1.0,1.0,1.0,1.0
3052052,1.0,1.0,1.0,1.0
3052054,1.0,1.0,1.0,1.0
3052055,1.0,1.0,1.0,1.0
3052056,1.0,1.0,1.0,1.0
3052059,1.0,1.0,1.0,1.0
3052060,1.0,1.0,1.0,1.0
3052061,1.0,1.0,1.0,1.0
3052062,1.0,1.0,1.0,1.0
3052063,1.0,1.0,1.0,1.0
3052070,1.0,1.0,1.0,1.0
3052072,1.0,1.0,1.0,1.0
3052073,1.0,1.0,1.0,1.0
3052074,1.0,1.0,1.0,1.0
3052076,1.0,1.0,1.0,1.0
3052077,1.0,1.0,1.0,1.0
3052079,1.0,1.0,1.0,1.0
3052080,1.0,1.0,1.0,1.0
3052085,1.0,1.0,1.0,1.0
3052086,1.0,1.0,1.0,1.0
3052087,1.0,1.0,1.0,1.0
3052088,1.0,1.0,1.0,1.0
3052089,1.0,1.0,1.0,1.0
3052090,1.0,1.0,1.0,1.0
3052093,1.0,1.0,1.0,1.0
3052095,1.0,1.0,1.0,1.0
3052096,1.0,1.0,1.0,1.0
3052098,1.0,1.0,1.0,1.0
3052099,1.0,1.0,1.0,1.0
3052106,1.0,1.0,1.0,1.0
3052107,1.0,1.0,1.0,1.0
3052108,1.0,1.0,1.0,1.0
3052109,1.0,1.0,1.0,1.0
3052111,1.0,1.0,1.0,1.0
3052115,1.0,1.0,1.0,1.0
3052117,1.0,1.0,1.0,1.0
3052118,1.0,1.0,1.0,1.0
3052120,1.0,1.0,1.0,1.0
3052121,1.0,1.0,1.0,1.0
3052122,1.0,1.0,1.0,1.0
3052123,1.0,1.0,1.0,1.0
3052125,1.0,1.0,1.0,1.0
3052126,1.0,1.0,1.0,1.0
3052127,1.0,1.0,1.0,1.0
3052130,1.0,1.0,1.0,1.0
3052131,1.0,1.0,1.0,1.0
3052133,1.0,1.0,1.0,1.0
3052134,1.0,1.0,1.0,1.0
3052135,1.0,1.0,1.0,1.0
3052136,1.0,1.0,1.0,1.0
3052137,1.0,1.0,1.0,1.0
3052138,1.0,1.0,1.0,1.0
3052139,1.0,1.0,1.0,1.0
3052141,1.0,1.0,1.0,1.0
3052143,1.0,1.0,1.0,1.0
3052146,1.0,1.0,1.0,1.0
3052147,1.0,1.0,1.0,1.0
3052149,1.0,1.0,1.0,1.0
3052150,1.0,1.0,1.0,1.0
3052151,1.0,1.0,1.0,1.0
3052152,1.0,1.0,1.0,1.0
3052154,1.0,1.0,1.0,1.0
3052156,1.0,1.0,1.0,1.0
3052159,1.0,1.0,1.0,1.0
3052160,1.0,1.0,1.0,1.0
3052161,1.0,1.0,1.0,1.0
3052163,1.0,1.0,1.0,1.0
3052164,1.0,1.0,1.0,1.0
3052165,1.0,1.0,1.0,1.0
3052166,1.0,1.0,1.0,1.0
3052168,1.0,1.0,1.0,1.0
3052169,1.0,1.0,1.0,1.0
3052170,1.0,1.0,1.0,1.0
3052171,1.0,1.0,1.0,1.0
3052173,1.0,1.0,1.0,1.0
3052175,1.0,1.0,1.0,1.0
3052178,1.0,1.0,1.0,1.0
3052180,1.0,1.0,1.0,1.0
3052181,1.0,1.0,1.0,1.0
3052182,1.0,1.0,1.0,1.0
3052183,1.0,1.0,1.0,1.0
3052185,1.0,1.0,1.0,1.0
3052190,1.0,1.0,1.0,1.0
3052191,1.0,1.0,1.0,1.0
3052192,1.0,1.0,1.0,1.0
3052193,1.0,1.0,1.0,1.0
3052200,1.0,1.0,1.0,1.0
3052201,1.0,1.0,1.0,1.0
3052202,1.0,1.0,1.0,1.0
3052205,1.0,1.0,1.0,1.0
3052206,1.0,1.0,1.0,1.0
3052207,1.0,1.0,1.0,1.0
3052209,1.0,1.0,1.0,1.0
3052210,1.0,1.0,1.0,1.0
3052212,1.0,1.0,1.0,1.0
3052213,1.0,1.0,1.0,1.0
3052214,1.0,1.0,1.0,1.0
3052216,1.0,1.0,1.0,1.0
3052219,1.0,1.0,1.0,1.0
3052220,1.0,1.0,1.0,1.0
3052221,1.0,1.0,1.0,1.0
3052222,1.0,1.0,1.0,1.0
3052223,1.0,1.0,1.0,1.0
3052224,1.0,1.0,1.0,1.0
3052225,1.0,1.0,1.0,1.0
3052226,1.0,1.0,1.0,1.0
3052227,1.0,1.0,1.0,1.0
3052228,1.0,1.0,1.0,1.0
3052229,1.0,1.0,1.0,1.0
3052231,1.0,1.0,1.0,1.0
3052233,1.0,1.0,1.0,1.0
3052234,1.0,1.0,1.0,1.0
3052235,1.0,1.0,1.0,1.0
3052238,1.0,1.0,1.0,1.0
3052242,1.0,1.0,1.0,1.0
3052246,1.0,1.0,1.0,1.0
3052247,1.0,1.0,1.0,1.0
3052251,1.0,1.0,1.0,1.0
3052254,1.0,1.0,1.0,1.0
3052257,1.0,1.0,1.0,1.0
3052261,1.0,1.0,1.0,1.0
3052262,1.0,1.0,1.0,1.0
3052264,1.0,1.0,1.0,1.0
3052266,1.0,1.0,1.0,1.0
3052269,1.0,1.0,1.0,1.0
3052271,1.0,1.0,1.0,1.0
3052273,1.0,1.0,1.0,1.0
3052277,1.0,1.0,1.0,1.0
3052281,1.0,1.0,1.0,1.0
3052282,1.0,1.0,1.0,1.0
3052283,1.0,1.0,1.0,1.0
3052284,1.0,1.0,1.0,1.0
3052286,1.0,1.0,1.0,1.0
3052287,1.0,1.0,1.0,1.0
3052290,1.0,1.0,1.0,1.0
3052293,1.0,1.0,1.0,1.0
3052294,1.0,1.0,1.0,1.0
3052295,1.0,1.0,1.0,1.0
3052297,1.0,1.0,1.0,1.0
3052299,1.0,1.0,1.0,1.0
3052302,1.0,1.0,1.0,1.0
3052305,1.0,1.0,1.0,1.0
3052306,1.0,1.0,1.0,1.0
3052307,1.0,1.0,1.0,1.0
3052309,1.0,1.0,1.0,1.0
3052312,1.0,1.0,1.0,1.0
3052314,1.0,1.0,1.0,1.0
3052317,1.0,1.0,1.0,1.0
3052318,1.0,1.0,1.0,1.0
3052319,1.0,1.0,1.0,1.0
3052320,1.0,1.0,1.0,1.0
3052321,1.0,1.0,1.0,1.0
3052322,1.0,1.0,1.0,1.0
3052324,1.0,1.0,1.0,1.0
3052325,1.0,1.0,1.0,1.0
3052326,1.0,1.0,1.0,1.0
3052327,1.0,1.0,1.0,1.0
3052330,1.0,1.0,1.0,1.0
3052331,1.0,1.0,1.0,1.0
3052335,1.0,1.0,1.0,1.0
3052336,1.0,1.0,1.0,1.0
3052337,1.0,1.0,1.0,1.0
3052339,1.0,1.0,1.0,1.0
3052340,1.0,1.0,1.0,1.0
3052341,1.0,1.0,1.0,1.0
3052342,1.0,1.0,1.0,1.0
3052346,1.0,1.0,1.0,1.0
3052347,1.0,1.0,1.0,1.0
3052348,1.0,1.0,1.0,1.0
3052353,1.0,1.0,1.0,1.0
3052354,1.0,1.0,1.0,1.0
3052356,1.0,1.0,1.0,1.0
3052357,1.0,1.0,1.0,1.0
3052359,1.0,1.0,1.0,1.0
3052360,1.0,1.0,1.0,1.0
3052361,1.0,1.0,1.0,1.0
3052364,1.0,1.0,1.0,1.0
3052365,1.0,1.0,1.0,1.0
3052367,1.0,1.0,1.0,1.0
3052369,1.0,1.0,1.0,1.0
3052370,1.0,1.0,1.0,1.0
3052373,1.0,1.0,1.0,1.0
3052374,1.0,1.0,1.0,1.0
3052375,1.0,1.0,1.0,1.0
3052376,1.0,1.0,1.0,1.0
3052380,1.0,1.0,1.0,1.0
3052381,1.0,1.0,1.0,1.0
3052383,1.0,1.0,1.0,1.0
3052384,1.0,1.0,1.0,1.0
3052386,1.0,1.0,1.0,1.0
3052387,1.0,1.0,1.0,1.0
3052388,1.0,1.0,1.0,1.0
3052389,1.0,1.0,1.0,1.0
3052390,1.0,1.0,1.0,1.0
3052392,1.0,1.0,1.0,1.0
3052398,1.0,1.0,1.0,1.0
3052399,1.0,1.0,1.0,1.0
3052400,1.0,1.0,1.0,1.0
3052401,1.0,1.0,1.0,1.0
3052403,1.0,1.0,1.0,1.0
3052409,1.0,1.0,1.0,1.0
3052413,1.0,1.0,1.0,1.0
3052414,1.0,1.0,1.0,1.0
3052415,1.0,1.0,1.0,1.0
3052416,1.0,1.0,1.0,1.0
3052417,1.0,1.0,1.0,1.0
3052419,1.0,1.0,1.0,1.0
3052421,1.0,1.0,1.0,1.0
3052423,1.0,1.0,1.0,1.0
3052424,1.0,1.0,1.0,1.0
3052425,1.0,1.0,1.0,1.0
3052426,1.0,1.0,1.0,1.0
3052429,1.0,1.0,1.0,1.0
3052431,1.0,1.0,1.0,1.0
3052432,1.0,1.0,1.0,1.0
3052435,1.0,1.0,1.0,1.0
3052436,1.0,1.0,1.0,1.0
3052438,1.0,1.0,1.0,1.0
3052439,1.0,1.0,1.0,1.0
3052441,1.0,1.0,1.0,1.0
3052442,1.0,1.0,1.0,1.0
3052451,1.0,1.0,1.0,1.0
3052452,1.0,1.0,1.0,1.0
3052454,1.0,1.0,1.0,1.0
3052458,1.0,1.0,1.0,1.0
3052459,1.0,1.0,1.0,1.0
3052460,1.0,1.0,1.0,1.0
3052465,1.0,1.0,1.0,1.0
3052466,1.0,1.0,1.0,1.0
3052467,1.0,1.0,1.0,1.0
3052468,1.0,1.0,1.0,1.0
3052471,1.0,1.0,1.0,1.0
3052472,1.0,1.0,1.0,1.0
3052473,1.0,1.0,1.0,1.0
3052474,1.0,1.0,1.0,1.0
3052475,1.0,1.0,1.0,1.0
3052477,1.0,1.0,1.0,1.0
3052478,1.0,1.0,1.0,1.0
3052479,1.0,1.0,1.0,1.0
3052481,1.0,1.0,1.0,1.0
3052483,1.0,1.0,1.0,1.0
3052484,1.0,1.0,1.0,1.0
3052485,1.0,1.0,1.0,1.0
3052487,1.0,1.0,1.0,1.0
3052488,1.0,1.0,1.0,1.0
3052490,1.0,1.0,1.0,1.0
3052491,1.0,1.0,1.0,1.0
3052493,1.0,1.0,1.0,1.0
3052494,1.0,1.0,1.0,1.0
3052495,1.0,1.0,1.0,1.0
3052496,1.0,1.0,1.0,1.0
3052500,1.0,1.0,1.0,1.0
3052502,1.0,1.0,1.0,1.0
3052503,1.0,1.0,1.0,1.0
3052504,1.0,1.0,1.0,1.0
3052505,1.0,1.0,1.0,1.0
3052506,1.0,1.0,1.0,1.0
3052512,1.0,1.0,1.0,1.0
3052513,1.0,1.0,1.0,1.0
3052514,1.0,1.0,1.0,1.0
3052516,1.0,1.0,1.0,1.0
3052517,1.0,1.0,1.0,1.0
3052518,1.0,1.0,1.0,1.0
3052519,1.0,1.0,1.0,1.0
3052522,1.0,1.0,1.0,1.0
3052525,1.0,1.0,1.0,1.0
3052529,1.0,1.0,1.0,1.0
3052530,1.0,1.0,1.0,1.0
3052531,1.0,1.0,1.0,1.0
3052532,1.0,1.0,1.0,1.0
3052533,1.0,1.0,1.0,1.0
3052534,1.0,1.0,1.0,1.0
3052537,1.0,1.0,1.0,1.0
3052538,1.0,1.0,1.0,1.0
3052539,1.0,1.0,1.0,1.0
3052541,1.0,1.0,1.0,1.0
3052542,1.0,1.0,1.0,1.0
3052543,1.0,1.0,1.0,1.0
3052544,1.0,1.0,1.0,1.0
3052545,1.0,1.0,1.0,1.0
3052546,1.0,1.0,1.0,1.0
3052547,1.0,1.0,1.0,1.0
3052548,1.0,1.0,1.0,1.0
3052549,1.0,1.0,1.0,1.0
3052550,1.0,1.0,1.0,1.0
3052552,1.0,1.0,1.0,1.0
3052554,1.0,1.0,1.0,1.0
3052555,1.0,1.0,1.0,1.0
3052557,1.0,1.0,1.0,1.0
3052558,1.0,1.0,1.0,1.0
3052559,1.0,1.0,1.0,1.0
3052560,1.0,1.0,1.0,1.0
3052561,1.0,1.0,1.0,1.0
3052562,1.0,1.0,1.0,1.0
3052565,1.0,1.0,1.0,1.0
3052566,1.0,1.0,1.0,1.0
3052568,1.0,1.0,1.0,1.0
3052571,1.0,1.0,1.0,1.0
3052573,1.0,1.0,1.0,1.0
3052574,1.0,1.0,1.0,1.0
3052575,1.0,1.0,1.0,1.0
3052576,1.0,1.0,1.0,1.0
3052578,1.0,1.0,1.0,1.0
3052580,1.0,1.0,1.0,1.0
3052581,1.0,1.0,1.0,1.0
3052582,1.0,1.0,1.0,1.0
3052583,1.0,1.0,1.0,1.0
3052585,1.0,1.0,1.0,1.0
3052586,1.0,1.0,1.0,1.0
3052587,1.0,1.0,1.0,1.0
3052589,1.0,1.0,1.0,1.0
3052590,1.0,1.0,1.0,1.0
3052595,1.0,1.0,1.0,1.0
3052598,1.0,1.0,1.0,1.0
3052599,1.0,1.0,1.0,1.0
3052604,1.0,1.0,1.0,1.0
3052606,1.0,1.0,1.0,1.0
3052607,1.0,1.0,1.0,1.0
3052608,1.0,1.0,1.0,1.0
3052610,1.0,1.0,1.0,1.0
3052611,1.0,1.0,1.0,1.0
3052612,1.0,1.0,1.0,1.0
3052618,1.0,1.0,1.0,1.0
3052619,1.0,1.0,1.0,1.0
3052620,1.0,1.0,1.0,1.0
3052629,1.0,1.0,1.0,1.0
3052631,1.0,1.0,1.0,1.0
3052634,1.0,1.0,1.0,1.0
3052635,1.0,1.0,1.0,1.0
3052637,1.0,1.0,1.0,1.0
3052640,1.0,1.0,1.0,1.0
3052641,1.0,1.0,1.0,1.0
3052642,1.0,1.0,1.0,1.0
3052643,1.0,1.0,1.0,1.0
3052644,1.0,1.0,1.0,1.0
3052646,1.0,1.0,1.0,1.0
3052648,1.0,1.0,1.0,1.0
3052650,1.0,1.0,1.0,1.0
3052651,1.0,1.0,1.0,1.0
3052652,1.0,1.0,1.0,1.0
3052655,1.0,1.0,1.0,1.0
3052657,1.0,1.0,1.0,1.0
3052658,1.0,1.0,1.0,1.0
3052659,1.0,1.0,1.0,1.0
3052660,1.0,1.0,1.0,1.0
3052661,1.0,1.0,1.0,1.0
3052665,1.0,1.0,1.0,1.0
3052667,1.0,1.0,1.0,1.0
3052668,1.0,1.0,1.0,1.0
3052671,1.0,1.0,1.0,1.0
3052675,1.0,1.0,1.0,1.0
3052676,1.0,1.0,1.0,1.0
3052677,1.0,1.0,1.0,1.0
3052678,1.0,1.0,1.0,1.0
3052679,1.0,1.0,1.0,1.0
3052680,1.0,1.0,1.0,1.0
3052681,1.0,1.0,1.0,1.0
3052682,1.0,1.0,1.0,1.0
3052683,1.0,1.0,1.0,1.0
3052684,1.0,1.0,1.0,1.0
3052685,1.0,1.0,1.0,1.0
3052686,1.0,1.0,1.0,1.0
3052688,1.0,1.0,1.0,1.0
3052689,1.0,1.0,1.0,1.0
3052690,1.0,1.0,1.0,1.0
3052691,1.0,1.0,1.0,1.0
3052692,1.0,1.0,1.0,1.0
3052693,1.0,1.0,1.0,1.0
3052694,1.0,1.0,1.0,1.0
3052695,1.0,1.0,1.0,1.0
3052699,1.0,1.0,1.0,1.0
3052701,1.0,1.0,1.0,1.0
3052702,1.0,1.0,1.0,1.0
3052703,1.0,1.0,1.0,1.0
3052705,1.0,1.0,1.0,1.0
3052706,1.0,1.0,1.0,1.0
3052707,1.0,1.0,1.0,1.0
3052708,1.0,1.0,1.0,1.0
3052709,1.0,1.0,1.0,1.0
3052710,1.0,1.0,1.0,1.0
3052712,1.0,1.0,1.0,1.0
3052713,1.0,1.0,1.0,1.0
3052716,1.0,1.0,1.0,1.0
3052717,1.0,1.0,1.0,1.0
3052718,1.0,1.0,1.0,1.0
3052719,1.0,1.0,1.0,1.0
3052720,1.0,1.0,1.0,1.0
3052722,1.0,1.0,1.0,1.0
3052723,1.0,1.0,1.0,1.0
3052724,1.0,1.0,1.0,1.0
3052727,1.0,1.0,1.0,1.0
3052729,1.0,1.0,1.0,1.0
3052731,1.0,1.0,1.0,1.0
3052733,1.0,1.0,1.0,1.0
3052734,1.0,1.0,1.0,1.0
3052738,1.0,1.0,1.0,1.0
3052739,1.0,1.0,1.0,1.0
3052742,1.0,1.0,1.0,1.0
3052743,1.0,1.0,1.0,1.0
3052744,1.0,1.0,1.0,1.0
3052745,1.0,1.0,1.0,1.0
3052747,1.0,1.0,1.0,1.0
3052749,1.0,1.0,1.0,1.0
3052752,1.0,1.0,1.0,1.0
3052756,1.0,1.0,1.0,1.0
3052759,1.0,1.0,1.0,1.0
3052762,1.0,1.0,1.0,1.0
3052763,1.0,1.0,1.0,1.0
3052766,1.0,1.0,1.0,1.0
3052768,1.0,1.0,1.0,1.0
3052770,1.0,1.0,1.0,1.0
3052775,1.0,1.0,1.0,1.0
3052781,1.0,1.0,1.0,1.0
3052782,1.0,1.0,1.0,1.0
3052783,1.0,1.0,1.0,1.0
3052784,1.0,1.0,1.0,1.0
3052786,1.0,1.0,1.0,1.0
3052787,1.0,1.0,1.0,1.0
3052788,1.0,1.0,1.0,1.0
3052789,1.0,1.0,1.0,1.0
3052790,1.0,1.0,1.0,1.0
3052792,1.0,1.0,1.0,1.0
3052793,1.0,1.0,1.0,1.0
3052794,1.0,1.0,1.0,1.0
3052795,1.0,1.0,1.0,1.0
3052797,1.0,1.0,1.0,1.0
3052800,1.0,1.0,1.0,1.0
3052801,1.0,1.0,1.0,1.0
3052803,1.0,1.0,1.0,1.0
3052804,1.0,1.0,1.0,1.0
3052805,1.0,1.0,1.0,1.0
3052806,1.0,1.0,1.0,1.0
3052811,1.0,1.0,1.0,1.0
3052812,1.0,1.0,1.0,1.0
3052813,1.0,1.0,1.0,1.0
3052814,1.0,1.0,1.0,1.0
3052816,1.0,1.0,1.0,1.0
3052817,1.0,1.0,1.0,1.0
3052820,1.0,1.0,1.0,1.0
3052821,1.0,1.0,1.0,1.0
3052822,1.0,1.0,1.0,1.0
3052823,1.0,1.0,1.0,1.0
3052824,1.0,1.0,1.0,1.0
3052825,1.0,1.0,1.0,1.0
3052826,1.0,1.0,1.0,1.0
3052828,1.0,1.0,1.0,1.0
3052829,1.0,1.0,1.0,1.0
3052831,1.0,1.0,1.0,1.0
3052834,1.0,1.0,1.0,1.0
3052835,1.0,1.0,1.0,1.0
3052839,1.0,1.0,1.0,1.0
3052840,1.0,1.0,1.0,1.0
3052843,1.0,1.0,1.0,1.0
3052846,1.0,1.0,1.0,1.0
3052848,1.0,1.0,1.0,1.0
3052850,1.0,1.0,1.0,1.0
3052851,1.0,1.0,1.0,1.0
3052852,1.0,1.0,1.0,1.0
3052853,1.0,1.0,1.0,1.0
3052854,1.0,1.0,1.0,1.0
3052855,1.0,1.0,1.0,1.0
3052860,1.0,1.0,1.0,1.0
3052863,1.0,1.0,1.0,1.0
3052864,1.0,1.0,1.0,1.0
3052866,1.0,1.0,1.0,1.0
3052869,1.0,1.0,1.0,1.0
3052870,1.0,1.0,1.0,1.0
3052871,1.0,1.0,1.0,1.0
3052872,1.0,1.0,1.0,1.0
3052877,1.0,1.0,1.0,1.0
3052878,1.0,1.0,1.0,1.0
3052880,1.0,1.0,1.0,1.0
3052881,1.0,1.0,1.0,1.0
3052882,1.0,1.0,1.0,1.0
3052883,1.0,1.0,1.0,1.0
3052885,1.0,1.0,1.0,1.0
3052887,1.0,1.0,1.0,1.0
3052888,1.0,1.0,1.0,1.0
3052890,1.0,1.0,1.0,1.0
3052892,1.0,1.0,1.0,1.0
3052893,1.0,1.0,1.0,1.0
3052895,1.0,1.0,1.0,1.0
3052896,1.0,1.0,1.0,1.0
3052897,1.0,1.0,1.0,1.0
3052898,1.0,1.0,1.0,1.0
3052904,1.0,1.0,1.0,1.0
3052905,1.0,1.0,1.0,1.0
3052906,1.0,1.0,1.0,1.0
3052907,1.0,1.0,1.0,1.0
3052908,1.0,1.0,1.0,1.0
3052909,1.0,1.0,1.0,1.0
3052910,1.0,1.0,1.0,1.0
3052912,1.0,1.0,1.0,1.0
3052914,1.0,1.0,1.0,1.0
3052917,1.0,1.0,1.0,1.0
3052918,1.0,1.0,1.0,1.0
3052919,1.0,1.0,1.0,1.0
3052920,1.0,1.0,1.0,1.0
3052921,1.0,1.0,1.0,1.0
3052926,1.0,1.0,1.0,1.0
3052928,1.0,1.0,1.0,1.0
3052929,1.0,1.0,1.0,1.0
3052931,1.0,1.0,1.0,1.0
3052932,1.0,1.0,1.0,1.0
3052936,1.0,1.0,1.0,1.0
3052938,1.0,1.0,1.0,1.0
3052942,1.0,1.0,1.0,1.0
3052943,1.0,1.0,1.0,1.0
3052945,1.0,1.0,1.0,1.0
3052947,1.0,1.0,1.0,1.0
3052948,1.0,1.0,1.0,1.0
3052950,1.0,1.0,1.0,1.0
3052951,1.0,1.0,1.0,1.0
3052952,1.0,1.0,1.0,1.0
3052957,1.0,1.0,1.0,1.0
